timestamp,BTC_open,BTC_high,BTC_low,BTC_close,ETH_open,ETH_high,ETH_low,ETH_close,ADA_open,ADA_high,ADA_low,ADA_close,BNB_open,BNB_high,BNB_low,BNB_close
2021-01-01 00:00:00,28923.63000000,29017.50000000,29017.50000000,28836.63000000,736.42000000,739.00000000,739.00000000,731.60000000,0.18134000,0.18146000,0.18146000,0.17880000,37.35960000,37.42210000,37.42210000,37.06100000
2021-01-01 00:30:00,28836.63000000,29031.34000000,29031.34000000,28995.13000000,731.55000000,735.59000000,735.59000000,734.07000000,0.17879000,0.18077000,0.18077000,0.18051000,37.06530000,37.44230000,37.44230000,37.37640000
2021-01-01 01:00:00,28995.13000000,29417.87000000,29417.87000000,29385.39000000,734.08000000,743.78000000,743.78000000,742.20000000,0.18055000,0.18276000,0.18276000,0.18192000,37.37650000,37.79930000,37.79930000,37.71900000
2021-01-01 01:30:00,29387.07000000,29470.00000000,29470.00000000,29409.99000000,742.19000000,749.00000000,749.00000000,748.28000000,0.18189000,0.18469000,0.18469000,0.18358000,37.71940000,37.93900000,37.93900000,37.61340000
2021-01-01 02:00:00,29410.00000000,29465.26000000,29465.26000000,29298.86000000,748.27000000,749.00000000,749.00000000,744.96000000,0.18361000,0.18448000,0.18448000,0.18352000,37.61340000,37.72700000,37.72700000,37.69000000
2021-01-01 02:30:00,29298.87000000,29341.21000000,29341.21000000,29194.65000000,744.96000000,746.65000000,746.65000000,744.06000000,0.18355000,0.18473000,0.18473000,0.18368000,37.68740000,37.97300000,37.97300000,37.96000000
2021-01-01 03:00:00,29195.25000000,29311.00000000,29311.00000000,29215.84000000,744.06000000,745.80000000,745.80000000,745.20000000,0.18375000,0.18458000,0.18458000,0.18424000,37.96000000,38.04000000,38.04000000,38.00930000
2021-01-01 03:30:00,29216.03000000,29367.00000000,29367.00000000,29278.40000000,745.31000000,747.23000000,747.23000000,744.82000000,0.18424000,0.18436000,0.18436000,0.18292000,38.01290000,38.10000000,38.10000000,37.92500000
2021-01-01 04:00:00,29278.41000000,29395.00000000,29395.00000000,29332.81000000,744.87000000,747.09000000,747.09000000,745.42000000,0.18299000,0.18367000,0.18367000,0.18305000,37.92400000,38.05230000,38.05230000,38.04730000
2021-01-01 04:30:00,29332.81000000,29373.60000000,29373.60000000,29220.31000000,745.42000000,746.14000000,746.14000000,742.29000000,0.18304000,0.18336000,0.18336000,0.18180000,38.04430000,38.07650000,38.07650000,37.87020000
2021-01-01 05:00:00,29220.31000000,29235.28000000,29235.28000000,29161.28000000,742.34000000,743.23000000,743.23000000,741.39000000,0.18182000,0.18310000,0.18310000,0.18286000,37.87890000,37.91740000,37.91740000,37.70370000
2021-01-01 05:30:00,29161.28000000,29213.40000000,29213.40000000,29187.01000000,741.39000000,742.21000000,742.21000000,740.65000000,0.18297000,0.18339000,0.18339000,0.18297000,37.70960000,37.82350000,37.82350000,37.71290000
2021-01-01 06:00:00,29187.01000000,29270.00000000,29270.00000000,29100.00000000,740.72000000,743.25000000,743.25000000,737.61000000,0.18299000,0.18319000,0.18319000,0.18039000,37.71360000,37.82690000,37.82690000,37.61590000
2021-01-01 06:30:00,29100.00000000,29205.76000000,29205.76000000,29174.35000000,737.62000000,740.24000000,740.24000000,739.97000000,0.18036000,0.18108000,0.18108000,0.18100000,37.61000000,37.66130000,37.66130000,37.64630000
2021-01-01 07:00:00,29174.35000000,29191.98000000,29191.98000000,29018.83000000,739.87000000,740.51000000,740.51000000,735.88000000,0.18103000,0.18109000,0.18109000,0.17839000,37.64630000,37.68990000,37.68990000,37.49300000
2021-01-01 07:30:00,29018.83000000,29100.96000000,29100.96000000,29092.83000000,735.88000000,737.92000000,737.92000000,737.38000000,0.17838000,0.17980000,0.17980000,0.17955000,37.48800000,37.69340000,37.69340000,37.68120000
2021-01-01 08:00:00,29092.84000000,29178.03000000,29178.03000000,29033.90000000,737.37000000,738.48000000,738.48000000,730.27000000,0.17955000,0.18007000,0.18007000,0.17717000,37.68500000,37.71690000,37.71690000,37.47530000
2021-01-01 08:30:00,29033.93000000,29122.00000000,29122.00000000,29000.01000000,730.27000000,733.55000000,733.55000000,730.07000000,0.17718000,0.17917000,0.17917000,0.17762000,37.47530000,37.58200000,37.58200000,37.41720000
2021-01-01 09:00:00,29000.01000000,29236.03000000,29236.03000000,29181.07000000,730.07000000,734.23000000,734.23000000,733.30000000,0.17766000,0.17939000,0.17939000,0.17902000,37.42870000,37.68440000,37.68440000,37.64970000
2021-01-01 09:30:00,29181.06000000,29307.73000000,29307.73000000,29202.21000000,733.31000000,734.77000000,734.77000000,733.68000000,0.17898000,0.17962000,0.17962000,0.17904000,37.64500000,37.95000000,37.95000000,37.94770000
2021-01-01 10:00:00,29202.21000000,29344.97000000,29344.97000000,29221.71000000,733.69000000,737.26000000,737.26000000,735.32000000,0.17900000,0.17998000,0.17998000,0.17984000,37.92980000,38.76930000,38.76930000,38.47660000
2021-01-01 10:30:00,29221.70000000,29311.00000000,29311.00000000,29223.82000000,735.33000000,738.87000000,738.87000000,736.81000000,0.17984000,0.18042000,0.18042000,0.18021000,38.47470000,38.83150000,38.83150000,38.82700000
2021-01-01 11:00:00,29223.82000000,29375.96000000,29375.96000000,29366.35000000,736.82000000,740.98000000,740.98000000,740.60000000,0.18019000,0.18069000,0.18069000,0.18030000,38.82700000,38.95900000,38.95900000,38.76850000
2021-01-01 11:30:00,29368.93000000,29402.57000000,29402.57000000,29313.49000000,740.67000000,741.76000000,741.76000000,738.85000000,0.18030000,0.18078000,0.18078000,0.17950000,38.76850000,38.84500000,38.84500000,38.39040000
2021-01-01 12:00:00,29313.49000000,29448.00000000,29448.00000000,29443.65000000,738.85000000,740.95000000,740.95000000,740.37000000,0.17943000,0.18214000,0.18214000,0.18198000,38.39410000,38.87000000,38.87000000,38.86170000
2021-01-01 12:30:00,29443.65000000,29600.00000000,29600.00000000,29233.49000000,740.41000000,743.33000000,743.33000000,733.19000000,0.18198000,0.18227000,0.18227000,0.18010000,38.86950000,38.88140000,38.88140000,38.31420000
2021-01-01 13:00:00,29233.49000000,29420.00000000,29420.00000000,29389.36000000,733.19000000,738.00000000,738.00000000,737.99000000,0.18015000,0.18147000,0.18147000,0.18135000,38.32730000,38.57890000,38.57890000,38.34300000
2021-01-01 13:30:00,29389.36000000,29470.00000000,29470.00000000,29464.79000000,738.00000000,741.99000000,741.99000000,740.08000000,0.18141000,0.18156000,0.18156000,0.18110000,38.34300000,38.49030000,38.49030000,38.33040000
2021-01-01 14:00:00,29464.79000000,29530.00000000,29530.00000000,29415.94000000,740.08000000,742.67000000,742.67000000,739.87000000,0.18108000,0.18175000,0.18175000,0.18139000,38.33260000,38.49860000,38.49860000,38.30660000
2021-01-01 14:30:00,29415.95000000,29440.12000000,29440.12000000,29327.84000000,739.87000000,740.00000000,740.00000000,738.00000000,0.18136000,0.18359000,0.18359000,0.18285000,38.30660000,38.32000000,38.32000000,38.11010000
2021-01-01 15:00:00,29327.83000000,29391.00000000,29391.00000000,29297.04000000,738.01000000,740.00000000,740.00000000,739.51000000,0.18283000,0.18343000,0.18343000,0.18190000,38.11010000,38.40200000,38.40200000,38.27650000
2021-01-01 15:30:00,29297.03000000,29297.04000000,29297.04000000,29188.67000000,739.52000000,739.58000000,739.58000000,735.39000000,0.18190000,0.18206000,0.18206000,0.18055000,38.27600000,38.29880000,38.29880000,38.13180000
2021-01-01 16:00:00,29188.67000000,29325.00000000,29325.00000000,29277.11000000,735.39000000,737.50000000,737.50000000,735.42000000,0.18057000,0.18128000,0.18128000,0.18046000,38.13180000,38.32100000,38.32100000,38.26060000
2021-01-01 16:30:00,29277.11000000,29360.00000000,29360.00000000,29300.57000000,735.42000000,737.73000000,737.73000000,735.83000000,0.18046000,0.18046000,0.18046000,0.18001000,38.26430000,38.33970000,38.33970000,38.19010000
